Customer_ID,Transaction_ID,Purchase_Date,Purchase_Amount,Payment_Method,Product_Category,Total_Purchases,Average_Order_Value,Repeat_Purchase_Rate,Time_Between_Purchases,Session_Duration,Pages_Visited,Bounce_Rate,Browsing_Frequency,Click_Through_Rate,Ad_Clicks,Product_Link_Clicks,Navigation_Path_Count,Search_Keywords_Count,Search_Frequency,Product_Relevance_Score,Search_to_Purchase_Ratio,Age,Gender,Income_Level,Occupation,Education_Level,Location,Email_Open_Rate,Response_Rate,Chatbot_Interactions,Feedback_Score,Support_Request_Frequency,Customer_Value_Score,Engagement_Score,Loyalty_Score,Churn_Risk_Score,Customer_Segment
CUST_05083,TXN_005083,2024-07-30 18:00:00,41889.88,Debit Card,Beauty,23,7686.67,0.89,157,29.21,24,0.36,10,0.208,34,13,38,18,31,0.615,0.634,25,Male,Upper Middle,Employee,Master,Semi-Urban,0.783,0.845,8,1.27,28,56.68,41.94,48.66,41.86,Low_Value_Customer
CUST_05084,TXN_005084,2024-07-30 19:00:00,12067.02,Debit Card,Electronics,92,7819.66,0.204,148,86.92,8,0.036,82,0.205,41,21,8,7,36,0.916,0.193,20,Other,Low,Freelancer,Bachelor,Metro,0.212,0.725,2,2.45,28,42.88,49.89,47.24,34.62,Low_Value_Customer
CUST_05085,TXN_005085,2024-07-30 20:00:00,9828.42,Net Banking,Toys,98,11962.34,0.472,79,77.33,68,0.903,51,0.262,26,14,1,19,58,0.869,0.653,20,Female,High,Student,High School,Rural,0.842,0.364,6,1.52,10,45.38,58.38,55.06,64.63,Low_Value_Customer
CUST_05086,TXN_005086,2024-07-30 21:00:00,25295.08,Wallet,Toys,5,8870.09,0.143,131,54.52,30,0.047,73,0.268,24,47,4,42,20,0.787,0.493,46,Other,Lower Middle,Business Owner,Diploma,Urban,0.28,0.586,44,4.08,16,34.06,45.87,27.58,30.12,Low_Value_Customer
CUST_05087,TXN_005087,2024-07-30 22:00:00,38460.48,Net Banking,Beauty,82,13290.46,0.667,80,72.24,53,0.859,76,0.291,49,11,19,43,25,0.137,0.222,18,Male,High,Employee,Master,Semi-Urban,0.825,0.728,19,2.77,23,69.07,62.1,64.45,62.95,Medium_Value_Customer
CUST_05088,TXN_005088,2024-07-30 23:00:00,3191.13,Cash on Delivery,Home Decor,119,9324.55,0.836,61,2.31,53,0.188,61,0.777,28,84,12,22,56,0.567,0.037,43,Female,Middle,Homemaker,Bachelor,Semi-Urban,0.361,0.396,34,4.0,12,60.7,46.53,88.15,41.31,Low_Value_Customer
CUST_05089,TXN_005089,2024-07-31 00:00:00,28882.72,Credit Card,Electronics,6,423.35,0.639,71,10.92,65,0.143,18,0.587,13,71,34,13,24,0.797,0.108,42,Other,Middle,Business Owner,Bachelor,Urban,0.911,0.2,43,2.46,6,41.88,43.02,39.61,40.06,Low_Value_Customer
CUST_05090,TXN_005090,2024-07-31 01:00:00,6048.6,Credit Card,Books,42,13068.86,0.263,150,27.03,27,0.075,67,0.014,36,21,8,26,27,0.911,0.342,59,Female,Upper Middle,Student,High School,Semi-Urban,0.602,0.324,26,2.64,3,27.91,24.4,35.97,27.07,Low_Value_Customer
CUST_05091,TXN_005091,2024-07-31 02:00:00,1919.41,Debit Card,Sports,47,12612.79,0.084,73,58.31,13,0.41,20,0.347,59,46,22,20,6,0.638,0.6,56,Male,High,Homemaker,Master,Metro,0.481,0.257,39,1.45,16,19.12,35.36,24.32,55.92,Low_Value_Customer
CUST_05092,TXN_005092,2024-07-31 03:00:00,2731.92,Net Banking,Grocery,87,827.86,0.077,17,79.62,7,0.562,35,0.149,6,6,24,3,30,0.766,0.097,39,Male,Lower Middle,Employee,Doctorate,Metro,0.753,0.343,14,1.09,27,28.47,36.6,33.9,70.94,Inactive_Customer
CUST_05093,TXN_005093,2024-07-31 04:00:00,41724.79,Net Banking,Home Decor,28,1966.74,0.603,97,21.57,27,0.86,94,0.616,46,52,9,14,45,0.408,0.521,68,Male,Upper Middle,Student,Bachelor,Urban,0.722,0.786,14,2.94,22,57.09,49.48,46.99,59.46,Low_Value_Customer
CUST_05094,TXN_005094,2024-07-31 05:00:00,5986.83,Net Banking,Sports,105,8389.7,0.935,2,13.39,36,0.747,67,0.835,56,3,26,8,53,0.4,0.736,50,Female,High,Freelancer,High School,Metro,0.887,0.801,8,1.09,26,52.41,55.87,73.48,63.67,Low_Value_Customer
CUST_05095,TXN_005095,2024-07-31 06:00:00,2353.05,Cash on Delivery,Beauty,13,738.5,0.684,7,76.46,67,0.16,15,0.429,35,56,12,36,16,0.563,0.877,50,Female,Low,Employee,Diploma,Urban,0.912,0.856,5,2.26,0,25.36,74.3,42.45,19.53,Potential_Customer
CUST_05096,TXN_005096,2024-07-31 07:00:00,21951.2,Cash on Delivery,Sports,114,6226.4,0.719,14,37.41,56,0.168,18,0.834,3,5,22,25,17,0.647,0.834,55,Other,Upper Middle,Homemaker,High School,Semi-Urban,0.061,0.086,18,3.72,19,69.41,50.89,80.61,58.36,Low_Value_Customer
CUST_05097,TXN_005097,2024-07-31 08:00:00,42215.27,Wallet,Beauty,25,14632.87,0.329,4,63.26,14,0.018,99,0.242,44,50,14,9,18,0.975,0.146,20,Male,Upper Middle,Employee,Diploma,Semi-Urban,0.478,0.019,25,3.35,6,52.43,28.47,37.2,44.84,Low_Value_Customer
CUST_05098,TXN_005098,2024-07-31 09:00:00,13194.18,UPI,Home Decor,7,2674.36,0.578,173,49.77,1,0.657,60,0.498,49,29,8,9,55,0.184,0.991,48,Female,Low,Employee,Doctorate,Rural,0.527,0.04,44,2.65,4,30.5,27.59,38.41,55.52,Low_Value_Customer
CUST_05099,TXN_005099,2024-07-31 10:00:00,21143.46,UPI,Fashion,66,3170.83,0.317,10,16.66,39,0.026,10,0.468,58,0,28,24,4,0.89,0.985,37,Male,Upper Middle,Retired,Doctorate,Rural,0.677,0.743,36,2.12,9,44.0,47.09,42.53,25.56,Low_Value_Customer
CUST_05100,TXN_005100,2024-07-31 11:00:00,2092.13,UPI,Toys,80,10177.59,0.885,45,63.35,19,0.14,43,0.679,5,87,9,9,13,0.573,0.568,38,Other,Middle,Employee,Master,Metro,0.261,0.484,13,4.55,19,52.81,52.61,81.48,43.71,Low_Value_Customer
CUST_05101,TXN_005101,2024-07-31 12:00:00,22509.02,Wallet,Books,58,755.28,0.139,44,38.45,67,0.606,72,0.23,48,31,39,44,6,0.107,0.592,58,Male,High,Freelancer,Doctorate,Metro,0.544,0.771,12,1.63,12,37.93,56.64,30.63,45.64,Low_Value_Customer
CUST_05102,TXN_005102,2024-07-31 13:00:00,28922.89,Net Banking,Books,66,12328.22,0.623,146,26.61,47,0.151,42,0.228,53,85,39,38,32,0.626,0.28,32,Male,Low,Business Owner,Bachelor,Urban,0.245,0.742,44,1.76,27,54.49,46.33,52.97,37.41,Low_Value_Customer
CUST_05103,TXN_005103,2024-07-31 14:00:00,28588.26,UPI,Toys,36,3065.56,0.719,11,81.34,51,0.154,28,0.308,19,55,1,13,18,0.706,0.28,21,Female,Low,Business Owner,Doctorate,Semi-Urban,0.014,0.584,31,4.45,18,56.74,60.83,61.51,42.26,Low_Value_Customer
CUST_05104,TXN_005104,2024-07-31 15:00:00,16688.09,Net Banking,Grocery,2,8020.16,0.688,129,1.53,65,0.23,57,0.501,45,76,34,8,68,0.413,0.239,56,Female,Low,Employee,Bachelor,Semi-Urban,0.383,0.476,43,1.23,3,29.63,45.16,34.25,29.1,Low_Value_Customer
CUST_05105,TXN_005105,2024-07-31 16:00:00,15845.11,Debit Card,Books,113,3806.57,0.26,53,37.03,7,0.372,97,0.124,26,43,26,44,9,0.436,0.49,56,Male,High,Student,Bachelor,Rural,0.157,0.709,25,1.39,7,48.71,33.3,50.31,34.64,Low_Value_Customer
CUST_05106,TXN_005106,2024-07-31 17:00:00,5420.52,UPI,Sports,38,9917.34,0.481,96,27.75,47,0.017,81,0.812,37,36,5,6,55,0.787,0.855,50,Other,Upper Middle,Student,Doctorate,Semi-Urban,0.334,0.694,44,2.6,15,30.71,60.05,43.32,26.94,Low_Value_Customer
CUST_05107,TXN_005107,2024-07-31 18:00:00,18403.24,Debit Card,Books,74,8849.52,0.653,33,5.85,7,0.711,13,0.397,59,27,23,34,14,0.495,0.462,51,Female,High,Freelancer,Master,Semi-Urban,0.031,0.757,4,2.24,8,51.16,32.66,58.9,47.01,Low_Value_Customer
CUST_05108,TXN_005108,2024-07-31 19:00:00,5064.78,Wallet,Sports,14,14201.95,0.913,135,8.16,73,0.737,19,0.433,6,2,10,9,2,0.148,0.535,67,Female,High,Retired,High School,Metro,0.379,0.893,18,2.56,0,32.99,58.23,53.4,31.5,Low_Value_Customer
CUST_05109,TXN_005109,2024-07-31 20:00:00,38353.14,Credit Card,Home Decor,27,6739.45,0.495,83,16.33,58,0.355,39,0.355,22,69,7,26,30,0.133,0.932,39,Female,Lower Middle,Retired,Bachelor,Urban,0.937,0.277,17,2.09,26,49.77,38.46,38.12,61.17,Low_Value_Customer
CUST_05110,TXN_005110,2024-07-31 21:00:00,48317.09,Cash on Delivery,Books,15,13135.7,0.301,25,45.94,56,0.76,53,0.335,40,1,33,2,22,0.151,0.325,67,Other,Low,Freelancer,Doctorate,Rural,0.638,0.366,38,1.07,5,46.8,47.79,21.76,58.4,Low_Value_Customer
CUST_05111,TXN_005111,2024-07-31 22:00:00,48506.72,Wallet,Home Decor,85,8679.75,0.385,177,26.16,69,0.278,79,0.393,15,34,10,47,47,0.268,0.787,37,Other,Low,Student,High School,Metro,0.421,0.699,47,2.2,19,69.5,56.13,51.19,34.76,Medium_Value_Customer
CUST_05112,TXN_005112,2024-07-31 23:00:00,43267.05,Wallet,Books,12,13725.49,0.535,74,75.57,34,0.937,59,0.214,0,20,10,9,58,0.828,0.483,42,Other,Upper Middle,Student,Master,Rural,0.08,0.367,34,2.76,25,52.27,46.14,38.7,78.51,Inactive_Customer
CUST_05113,TXN_005113,2024-08-01 00:00:00,30079.53,Wallet,Toys,115,4448.15,0.957,132,22.36,48,0.384,37,0.134,30,84,6,18,54,0.919,0.667,56,Male,Low,Student,Master,Urban,0.472,0.883,40,3.19,19,78.52,46.64,87.77,35.45,High_Value_Customer
CUST_05114,TXN_005114,2024-08-01 01:00:00,35073.2,UPI,Beauty,43,8291.44,0.619,152,65.1,38,0.639,11,0.377,43,46,32,18,65,0.394,0.182,60,Other,Upper Middle,Retired,High School,Semi-Urban,0.831,0.109,2,3.73,1,58.87,42.11,55.95,51.48,Low_Value_Customer
CUST_05115,TXN_005115,2024-08-01 02:00:00,14331.77,Debit Card,Electronics,97,5911.44,0.16,174,19.72,40,0.313,97,0.578,18,30,2,41,51,0.778,0.361,56,Other,Low,Business Owner,Diploma,Metro,0.507,0.469,42,3.92,8,49.24,44.15,54.29,33.88,Low_Value_Customer
CUST_05116,TXN_005116,2024-08-01 03:00:00,31575.44,Cash on Delivery,Electronics,57,1081.87,0.828,121,4.79,29,0.434,76,0.309,30,13,14,41,69,0.993,0.756,69,Other,Low,Homemaker,Diploma,Semi-Urban,0.026,0.135,4,4.86,17,67.49,21.49,74.04,58.58,Low_Value_Customer
CUST_05117,TXN_005117,2024-08-01 04:00:00,22836.91,UPI,Electronics,104,8656.56,0.186,140,24.55,37,0.616,16,0.101,35,7,9,41,1,0.862,0.49,61,Other,Lower Middle,Freelancer,Bachelor,Urban,0.297,0.312,41,2.82,16,54.17,28.71,51.87,57.76,Low_Value_Customer
CUST_05118,TXN_005118,2024-08-01 05:00:00,24152.67,Credit Card,Beauty,86,11934.0,0.048,84,75.54,7,0.337,1,0.45,26,91,18,11,21,0.659,0.326,44,Female,High,Student,Diploma,Urban,0.82,0.138,45,1.84,5,44.89,37.87,36.2,47.16,Low_Value_Customer
CUST_05119,TXN_005119,2024-08-01 06:00:00,37913.05,Cash on Delivery,Electronics,102,8387.43,0.107,62,8.32,77,0.627,22,0.45,54,41,11,49,68,0.185,0.706,68,Female,Low,Freelancer,Bachelor,Metro,0.75,0.669,39,3.71,16,65.31,54.35,52.58,51.76,Low_Value_Customer
CUST_05120,TXN_005120,2024-08-01 07:00:00,14167.73,Wallet,Toys,108,4262.2,0.773,62,31.66,39,0.147,81,0.152,13,31,17,40,18,0.868,0.508,63,Male,Middle,Retired,Master,Urban,0.519,0.446,3,1.34,15,56.4,35.93,69.12,40.82,Low_Value_Customer
CUST_05121,TXN_005121,2024-08-01 08:00:00,15970.18,Net Banking,Home Decor,116,4031.05,0.885,76,1.71,18,0.465,58,0.298,35,15,27,27,3,0.188,0.611,44,Male,Lower Middle,Employee,Doctorate,Rural,0.702,0.034,27,2.78,21,66.22,14.4,83.13,68.53,Inactive_Customer
CUST_05122,TXN_005122,2024-08-01 09:00:00,46239.63,Credit Card,Fashion,48,3643.79,0.27,166,57.09,10,0.266,48,0.673,28,36,5,36,66,0.301,0.755,58,Other,Low,Freelancer,High School,Metro,0.768,0.596,13,4.73,0,63.96,50.71,48.45,22.21,Low_Value_Customer
CUST_05123,TXN_005123,2024-08-01 10:00:00,2905.59,Debit Card,Fashion,61,14696.51,0.493,145,84.91,56,0.875,47,0.037,42,94,36,1,33,0.543,0.238,52,Other,Upper Middle,Retired,High School,Semi-Urban,0.866,0.519,39,4.7,23,41.24,54.99,61.01,66.17,Inactive_Customer
CUST_05124,TXN_005124,2024-08-01 11:00:00,24333.15,Credit Card,Books,82,6048.37,0.589,10,35.21,23,0.785,54,0.09,23,37,34,28,6,0.192,0.454,65,Female,Low,Retired,High School,Semi-Urban,0.888,0.519,36,1.57,14,54.02,32.19,55.33,63.02,Low_Value_Customer
CUST_05125,TXN_005125,2024-08-01 12:00:00,45648.76,UPI,Fashion,44,4821.36,0.416,171,52.35,56,0.468,19,0.599,29,10,27,14,0,0.491,0.925,68,Other,Lower Middle,Homemaker,Master,Urban,0.177,0.419,39,3.71,25,62.4,57.49,48.02,55.14,Medium_Value_Customer
CUST_05126,TXN_005126,2024-08-01 13:00:00,30557.11,Net Banking,Electronics,52,6335.17,0.073,33,41.25,33,0.437,64,0.491,33,0,18,44,48,0.407,0.731,47,Female,Lower Middle,Freelancer,Doctorate,Rural,0.493,0.163,6,4.2,11,48.45,38.12,39.09,57.74,Low_Value_Customer
CUST_05127,TXN_005127,2024-08-01 14:00:00,27365.71,UPI,Fashion,62,1825.39,0.065,37,87.63,45,0.794,66,0.496,55,64,1,24,27,0.315,0.122,21,Male,Middle,Retired,High School,Metro,0.827,0.877,42,4.69,7,50.03,72.73,44.13,45.26,Potential_Customer
CUST_05128,TXN_005128,2024-08-01 15:00:00,12562.23,Cash on Delivery,Sports,2,3020.69,0.437,120,66.5,76,0.659,16,0.394,54,52,16,48,45,0.528,0.097,50,Other,Middle,Student,Bachelor,Semi-Urban,0.913,0.516,41,3.38,29,28.17,64.97,34.96,65.09,Inactive_Customer
CUST_05129,TXN_005129,2024-08-01 16:00:00,17229.45,Wallet,Electronics,93,7682.64,0.784,156,4.94,34,0.652,39,0.082,33,53,39,19,9,0.252,0.751,63,Other,Upper Middle,Freelancer,Master,Urban,0.129,0.229,29,3.55,25,61.64,19.77,76.24,68.12,Inactive_Customer
CUST_05130,TXN_005130,2024-08-01 17:00:00,42617.22,Wallet,Sports,71,12002.82,0.092,174,10.68,6,0.525,21,0.054,6,26,19,21,46,0.166,0.647,43,Female,Middle,Employee,Bachelor,Urban,0.192,0.021,43,1.06,0,52.6,6.72,29.69,48.08,Low_Value_Customer
CUST_05131,TXN_005131,2024-08-01 18:00:00,28004.98,Credit Card,Home Decor,31,13158.76,0.21,109,42.87,10,0.821,45,0.282,40,16,33,46,26,0.793,0.682,42,Male,Low,Retired,Bachelor,Semi-Urban,0.105,0.692,41,1.51,0,36.08,39.38,24.99,41.92,Low_Value_Customer
CUST_05132,TXN_005132,2024-08-01 19:00:00,25785.64,Wallet,Sports,105,13003.17,0.272,130,57.23,74,0.188,65,0.058,41,78,30,26,2,0.48,0.519,63,Male,Middle,Homemaker,Doctorate,Urban,0.726,0.762,20,1.53,11,54.33,59.52,49.16,25.66,Low_Value_Customer
CUST_05133,TXN_005133,2024-08-01 20:00:00,5069.03,Wallet,Home Decor,82,14176.79,0.552,124,26.85,67,0.82,23,0.485,42,14,27,2,35,0.226,0.702,38,Male,High,Student,Diploma,Urban,0.934,0.742,1,2.93,14,43.88,59.07,60.65,51.22,Low_Value_Customer
CUST_05134,TXN_005134,2024-08-01 21:00:00,899.81,Cash on Delivery,Beauty,73,1974.0,0.052,174,61.04,38,0.499,42,0.58,31,1,32,1,15,0.892,0.919,57,Other,High,Student,Diploma,Urban,0.46,0.205,0,4.53,10,33.51,48.46,46.02,49.98,Low_Value_Customer
CUST_05135,TXN_005135,2024-08-01 22:00:00,48187.89,Debit Card,Beauty,72,710.46,0.844,166,52.31,79,0.594,87,0.529,34,13,29,44,34,0.912,0.432,30,Other,High,Student,Doctorate,Rural,0.612,0.784,35,2.02,16,74.67,72.04,64.86,41.38,Medium_Value_Customer
CUST_05136,TXN_005136,2024-08-01 23:00:00,18911.61,Debit Card,Books,33,1675.4,0.467,38,39.72,44,0.915,10,0.623,1,87,8,10,20,0.244,0.999,61,Female,Upper Middle,Retired,Diploma,Semi-Urban,0.227,0.352,14,2.86,12,39.41,49.16,42.6,69.35,Inactive_Customer
CUST_05137,TXN_005137,2024-08-02 00:00:00,30200.33,UPI,Sports,5,9051.06,0.481,21,52.82,9,0.409,84,0.81,38,37,35,8,44,0.137,0.513,62,Female,High,Retired,Doctorate,Urban,0.889,0.633,46,3.66,25,42.99,53.56,39.0,54.99,Low_Value_Customer
CUST_05138,TXN_005138,2024-08-02 01:00:00,4077.78,UPI,Grocery,112,8386.17,0.327,151,82.57,68,0.638,12,0.823,30,36,35,12,39,0.916,0.242,40,Other,Low,Freelancer,Bachelor,Semi-Urban,0.214,0.308,40,4.18,12,49.93,72.46,66.65,54.7,Potential_Customer
CUST_05139,TXN_005139,2024-08-02 02:00:00,34187.4,Debit Card,Home Decor,78,10101.03,0.216,161,22.65,30,0.501,95,0.25,56,87,14,33,3,0.681,0.753,44,Female,High,Student,High School,Metro,0.366,0.874,46,4.16,9,60.23,43.77,52.19,29.87,Low_Value_Customer
CUST_05140,TXN_005140,2024-08-02 03:00:00,46635.08,Credit Card,Toys,58,5629.25,0.363,43,71.42,62,0.886,41,0.255,56,95,37,20,30,0.901,0.67,40,Male,High,Homemaker,Bachelor,Urban,0.139,0.461,45,1.46,2,58.78,57.11,38.74,56.46,Low_Value_Customer
CUST_05141,TXN_005141,2024-08-02 04:00:00,28825.7,Debit Card,Electronics,77,5934.67,0.896,118,2.06,33,0.468,56,0.634,37,61,38,38,39,0.17,0.459,52,Female,Low,Retired,Diploma,Urban,0.143,0.713,40,4.81,18,71.78,44.56,82.35,43.43,Low_Value_Customer
CUST_05142,TXN_005142,2024-08-02 05:00:00,6393.15,UPI,Grocery,11,8229.07,0.101,94,8.55,12,0.251,78,0.842,25,21,38,38,19,0.181,0.769,50,Male,Middle,Employee,High School,Metro,0.82,0.737,2,4.0,12,21.25,45.6,27.25,31.45,Low_Value_Customer
CUST_05143,TXN_005143,2024-08-02 06:00:00,29127.9,Net Banking,Home Decor,84,1277.94,0.069,68,85.52,64,0.464,6,0.357,52,11,32,49,29,0.891,0.93,30,Female,Upper Middle,Freelancer,Bachelor,Rural,0.356,0.411,33,4.75,7,57.02,62.96,51.01,45.97,Low_Value_Customer
CUST_05144,TXN_005144,2024-08-02 07:00:00,38340.73,Wallet,Electronics,23,12018.1,0.121,64,63.1,76,0.872,37,0.166,15,74,10,33,57,0.779,0.073,59,Male,Lower Middle,Retired,Diploma,Urban,0.288,0.617,10,1.3,26,38.91,60.85,18.05,70.12,Inactive_Customer
CUST_05145,TXN_005145,2024-08-02 08:00:00,20380.19,Cash on Delivery,Home Decor,45,13850.55,0.764,125,57.37,35,0.481,26,0.622,36,92,29,16,55,0.512,0.875,37,Male,High,Freelancer,Diploma,Urban,0.626,0.08,6,1.5,24,45.3,44.42,51.18,67.49,Inactive_Customer
CUST_05146,TXN_005146,2024-08-02 09:00:00,44003.9,Net Banking,Home Decor,27,5871.44,0.057,37,30.73,62,0.147,79,0.334,39,2,31,7,26,0.798,0.455,25,Male,Middle,Freelancer,Diploma,Metro,0.217,0.75,19,4.67,28,52.7,55.01,33.5,43.92,Low_Value_Customer
CUST_05147,TXN_005147,2024-08-02 10:00:00,32469.28,Net Banking,Toys,79,11119.63,0.333,79,17.41,17,0.519,64,0.077,51,67,8,1,19,0.693,0.524,42,Other,Low,Business Owner,Doctorate,Rural,0.898,0.581,28,2.67,26,57.15,26.6,49.71,58.01,Low_Value_Customer
CUST_05148,TXN_005148,2024-08-02 11:00:00,44972.52,Wallet,Electronics,94,8277.64,0.422,104,34.81,34,0.374,2,0.639,1,18,23,25,53,0.782,0.046,28,Male,Upper Middle,Retired,Bachelor,Urban,0.923,0.538,24,3.59,8,74.19,49.72,62.25,37.84,Low_Value_Customer
CUST_05149,TXN_005149,2024-08-02 12:00:00,31212.92,Debit Card,Home Decor,56,3616.53,0.502,151,54.26,61,0.621,1,0.353,36,34,6,49,3,0.112,0.218,20,Male,Middle,Homemaker,Doctorate,Metro,0.294,0.752,3,3.99,6,57.86,61.76,56.36,35.79,Low_Value_Customer
CUST_05150,TXN_005150,2024-08-02 13:00:00,6651.27,Credit Card,Toys,59,1110.19,0.013,73,57.46,62,0.237,87,0.507,38,11,21,44,67,0.459,0.705,42,Male,High,Student,Bachelor,Metro,0.911,0.426,13,2.16,4,26.15,58.66,28.53,34.79,Low_Value_Customer
CUST_05151,TXN_005151,2024-08-02 14:00:00,15553.62,Net Banking,Home Decor,80,3763.89,0.482,34,16.09,10,0.313,3,0.591,7,73,5,47,55,0.926,0.413,30,Male,High,Freelancer,High School,Rural,0.483,0.576,49,1.0,25,43.53,36.77,47.61,52.62,Low_Value_Customer
CUST_05152,TXN_005152,2024-08-02 15:00:00,10169.57,Credit Card,Home Decor,109,9113.1,0.199,107,40.65,50,0.496,3,0.7,55,9,37,28,10,0.71,0.355,54,Female,Upper Middle,Business Owner,Master,Semi-Urban,0.51,0.735,32,4.9,1,53.05,62.79,64.25,30.2,Low_Value_Customer
CUST_05153,TXN_005153,2024-08-02 16:00:00,45450.44,Cash on Delivery,Books,40,699.42,0.105,162,51.44,72,0.121,29,0.532,10,9,5,38,34,0.141,0.084,61,Female,Lower Middle,Freelancer,Master,Rural,0.271,0.603,16,4.81,19,58.35,65.16,39.92,32.98,Potential_Customer
CUST_05154,TXN_005154,2024-08-02 17:00:00,38043.96,Cash on Delivery,Beauty,18,12559.24,0.527,155,86.44,52,0.208,22,0.796,7,80,6,19,51,0.997,0.73,49,Male,Middle,Homemaker,Bachelor,Semi-Urban,0.298,0.473,16,4.41,18,54.9,71.99,48.38,39.48,Potential_Customer
CUST_05155,TXN_005155,2024-08-02 18:00:00,33852.28,Cash on Delivery,Fashion,51,14557.56,0.732,4,49.9,7,0.763,14,0.417,25,86,5,10,35,0.994,0.164,18,Other,High,Employee,Diploma,Urban,0.624,0.709,16,2.18,17,57.63,44.2,55.06,59.38,Low_Value_Customer
CUST_05156,TXN_005156,2024-08-02 19:00:00,15118.22,UPI,Home Decor,61,1344.18,0.917,81,52.67,42,0.893,57,0.455,18,14,1,13,24,0.515,0.393,56,Male,Middle,Retired,Master,Rural,0.217,0.474,42,1.43,3,48.46,50.98,61.62,55.04,Low_Value_Customer
CUST_05157,TXN_005157,2024-08-02 20:00:00,9283.83,Net Banking,Books,111,3775.8,0.895,100,69.1,57,0.921,63,0.265,27,12,27,41,61,0.903,0.233,26,Female,Middle,Retired,Bachelor,Rural,0.135,0.534,8,3.29,20,62.02,56.98,84.62,67.33,Medium_Value_Customer
CUST_05158,TXN_005158,2024-08-02 21:00:00,37846.91,Cash on Delivery,Toys,106,10166.94,0.397,94,38.28,33,0.891,76,0.121,3,14,12,7,42,0.476,0.624,66,Female,High,Employee,High School,Semi-Urban,0.186,0.475,5,1.69,21,66.0,35.85,55.25,69.21,Inactive_Customer
CUST_05159,TXN_005159,2024-08-02 22:00:00,23760.48,UPI,Electronics,23,12110.6,0.693,63,35.16,54,0.895,80,0.538,10,7,3,35,33,0.351,0.525,19,Other,Upper Middle,Retired,Diploma,Semi-Urban,0.902,0.575,1,2.71,13,44.37,54.47,47.98,61.41,Low_Value_Customer
CUST_05160,TXN_005160,2024-08-02 23:00:00,11366.9,Cash on Delivery,Sports,36,5255.31,0.685,78,53.59,55,0.782,45,0.256,33,70,6,35,60,0.979,0.215,56,Male,Middle,Homemaker,Doctorate,Rural,0.278,0.404,20,2.74,21,38.88,48.57,51.6,68.42,Inactive_Customer
CUST_05161,TXN_005161,2024-08-03 00:00:00,30869.44,Debit Card,Home Decor,38,7777.05,0.41,142,70.71,9,0.701,32,0.61,10,79,1,35,69,0.805,0.134,32,Male,Upper Middle,Retired,Master,Rural,0.605,0.24,14,2.22,19,45.97,43.7,38.58,65.28,Inactive_Customer
CUST_05162,TXN_005162,2024-08-03 01:00:00,2112.66,Net Banking,Books,72,13387.22,0.105,28,57.74,45,0.228,4,0.531,1,24,10,41,44,0.542,0.498,31,Female,High,Employee,Bachelor,Rural,0.741,0.374,2,4.22,9,34.24,52.73,46.3,42.7,Low_Value_Customer
CUST_05163,TXN_005163,2024-08-03 02:00:00,16375.9,UPI,Beauty,56,5827.54,0.381,21,17.57,38,0.425,6,0.246,6,64,10,15,10,0.499,0.516,26,Male,Upper Middle,Employee,Master,Rural,0.554,0.728,24,3.68,20,44.12,41.11,49.97,48.54,Low_Value_Customer
CUST_05164,TXN_005164,2024-08-03 03:00:00,23480.99,Cash on Delivery,Books,39,1314.92,0.973,108,36.4,19,0.384,38,0.478,10,59,8,23,28,0.175,0.148,43,Male,Middle,Student,Bachelor,Urban,0.831,0.122,17,1.73,19,50.84,31.05,58.94,59.61,Low_Value_Customer
CUST_05165,TXN_005165,2024-08-03 04:00:00,7483.12,UPI,Beauty,93,14923.92,0.548,87,46.62,44,0.697,22,0.84,48,61,12,41,41,0.849,0.45,39,Other,High,Business Owner,High School,Urban,0.228,0.589,30,1.12,0,42.81,62.42,54.64,41.89,Low_Value_Customer
CUST_05166,TXN_005166,2024-08-03 05:00:00,49234.26,Cash on Delivery,Sports,76,2786.18,0.341,138,47.61,62,0.457,39,0.751,27,40,25,31,27,0.323,0.99,46,Male,Middle,Business Owner,High School,Semi-Urban,0.773,0.03,10,1.45,8,64.63,52.12,43.06,54.1,Low_Value_Customer
CUST_05167,TXN_005167,2024-08-03 06:00:00,10533.96,Debit Card,Home Decor,82,826.85,0.732,26,31.22,13,0.349,20,0.36,5,28,34,0,65,0.202,0.377,38,Female,Low,Student,Bachelor,Rural,0.59,0.596,1,1.64,23,47.43,36.63,61.4,52.06,Low_Value_Customer
CUST_05168,TXN_005168,2024-08-03 07:00:00,6604.62,Credit Card,Grocery,114,6218.74,0.676,163,47.49,35,0.775,8,0.587,36,2,24,16,34,0.737,0.694,22,Female,Low,Freelancer,Bachelor,Semi-Urban,0.358,0.576,44,1.95,7,52.49,53.2,70.04,46.62,Low_Value_Customer
CUST_05169,TXN_005169,2024-08-03 08:00:00,10256.39,Cash on Delivery,Sports,83,1909.81,0.571,34,60.89,49,0.715,27,0.164,18,27,1,31,41,0.605,0.188,53,Male,Upper Middle,Freelancer,Doctorate,Semi-Urban,0.844,0.855,28,4.36,20,52.43,57.7,68.85,54.15,Low_Value_Customer
CUST_05170,TXN_005170,2024-08-03 09:00:00,38476.15,Credit Card,Fashion,100,14683.13,0.628,2,42.65,41,0.357,24,0.019,53,86,4,11,66,0.71,0.889,69,Other,Lower Middle,Student,Master,Rural,0.679,0.714,46,4.62,6,78.35,42.98,77.39,35.96,High_Value_Customer
